"filename", "language", "TypeScript", "JSON", "Shell Script", "JavaScript", "CSS", "HTML", "SCSS", "Markdown", "YAML", "XML", "Docker", "Log", "OpenVPN Configuration", "comment", "blank", "total"
"/Users/meldiron/Desktop/eteam/AngularClient/src/app/header/header.component.scss", "SCSS", 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 1, 6
"/Users/meldiron/Desktop/eteam/AngularClient/src/app/header/header.component.spec.ts", "TypeScript", 20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 26
"/Users/meldiron/Desktop/eteam/AngularClient/src/app/header/header.component.ts", "TypeScript", 60, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 69
"/Users/meldiron/Desktop/eteam/AngularClient/src/app/lang.guard.spec.ts", "TypeScript", 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 16
"/Users/meldiron/Desktop/eteam/AngularClient/src/app/lang.guard.ts", "TypeScript", 22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 26
"/Users/meldiron/Desktop/eteam/AngularClient/src/app/lib/modal/modal.component.html", "HTML", 0, 0, 0, 0, 0, 61, 0, 0, 0, 0, 0, 0, 0, 2, 3, 66
"/Users/meldiron/Desktop/eteam/AngularClient/src/app/lib/modal/modal.component.scss", "SCSS", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"/Users/meldiron/Desktop/eteam/AngularClient/src/app/lib/modal/modal.component.spec.ts", "TypeScript", 20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 26
"/Users/meldiron/Desktop/eteam/AngularClient/src/app/lib/modal/modal.component.ts", "TypeScript", 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 18
"/Users/meldiron/Desktop/eteam/AngularClient/src/app/mail.service.spec.ts", "TypeScript", 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 13
"/Users/meldiron/Desktop/eteam/AngularClient/src/app/mail.service.ts", "TypeScript", 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 10
"/Users/meldiron/Desktop/eteam/AngularClient/src/app/map/map.component.html", "HTML", 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 3, 1, 9
"/Users/meldiron/Desktop/eteam/AngularClient/src/app/map/map.component.scss", "SCSS", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"/Users/meldiron/Desktop/eteam/AngularClient/src/app/map/map.component.spec.ts", "TypeScript", 20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 26
"/Users/meldiron/Desktop/eteam/AngularClient/src/app/map/map.component.ts", "TypeScript", 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 16
"/Users/meldiron/Desktop/eteam/AngularClient/src/app/more-features/more-features.component.html", "HTML", 0, 0, 0, 0, 0, 48, 0, 0, 0, 0, 0, 0, 0, 23, 3, 74
"/Users/meldiron/Desktop/eteam/AngularClient/src/app/more-features/more-features.component.scss", "SCSS", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"/Users/meldiron/Desktop/eteam/AngularClient/src/app/more-features/more-features.component.spec.ts", "TypeScript", 20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 26
"/Users/meldiron/Desktop/eteam/AngularClient/src/app/more-features/more-features.component.ts", "TypeScript", 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 15
"/Users/meldiron/Desktop/eteam/AngularClient/src/app/pages/calc/calc.component.html", "HTML", 0, 0, 0, 0, 0, 230, 0, 0, 0, 0, 0, 0, 0, 6, 10, 246
"/Users/meldiron/Desktop/eteam/AngularClient/src/app/pages/calc/calc.component.scss", "SCSS", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"/Users/meldiron/Desktop/eteam/AngularClient/src/app/pages/calc/calc.component.spec.ts", "TypeScript", 20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 26
"/Users/meldiron/Desktop/eteam/AngularClient/src/app/pages/calc/calc.component.ts", "TypeScript", 25, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 30
"/Users/meldiron/Desktop/eteam/AngularClient/src/app/parralax/parralax.component.html", "HTML", 0, 0, 0, 0, 0, 83, 0, 0, 0, 0, 0, 0, 0, 10, 2, 95
"/Users/meldiron/Desktop/eteam/AngularClient/src/app/parralax/parralax.component.scss", "SCSS", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"/Users/meldiron/Desktop/eteam/AngularClient/src/app/parralax/parralax.component.spec.ts", "TypeScript", 20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 26
"/Users/meldiron/Desktop/eteam/AngularClient/src/app/parralax/parralax.component.ts", "TypeScript", 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 15
"/Users/meldiron/Desktop/eteam/AngularClient/src/app/portfolio/portfolio.component.html", "HTML", 0, 0, 0, 0, 0, 67, 0, 0, 0, 0, 0, 0, 0, 10, 2, 79
"/Users/meldiron/Desktop/eteam/AngularClient/src/app/portfolio/portfolio.component.scss", "SCSS", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"/Users/meldiron/Desktop/eteam/AngularClient/src/app/portfolio/portfolio.component.spec.ts", "TypeScript", 20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 26
"/Users/meldiron/Desktop/eteam/AngularClient/src/app/portfolio/portfolio.component.ts", "TypeScript", 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 14
"/Users/meldiron/Desktop/eteam/AngularClient/src/app/pricing-new/pricing-new.component.html", "HTML", 0, 0, 0, 0, 0, 116, 0, 0, 0, 0, 0, 0, 0, 6, 9, 131
"/Users/meldiron/Desktop/eteam/AngularClient/src/app/pricing-new/pricing-new.component.scss", "SCSS", 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 1, 5
"/Users/meldiron/Desktop/eteam/AngularClient/src/app/pricing-new/pricing-new.component.spec.ts", "TypeScript", 20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 26
"/Users/meldiron/Desktop/eteam/AngularClient/src/app/pricing-new/pricing-new.component.ts", "TypeScript", 36, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 39
"/Users/meldiron/Desktop/eteam/AngularClient/src/app/remove.directive.spec.ts", "TypeScript", 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 9
"/Users/meldiron/Desktop/eteam/AngularClient/src/app/remove.directive.ts", "TypeScript", 13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 15
"/Users/meldiron/Desktop/eteam/AngularClient/src/app/service/service.component.html", "HTML", 0, 0, 0, 0, 0, 64, 0, 0, 0, 0, 0, 0, 0, 2, 5, 71
"/Users/meldiron/Desktop/eteam/AngularClient/src/app/service/service.component.scss", "SCSS", 0, 0, 0, 0, 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 2, 11
"/Users/meldiron/Desktop/eteam/AngularClient/src/app/service/service.component.spec.ts", "TypeScript", 20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 26
"/Users/meldiron/Desktop/eteam/AngularClient/src/app/service/service.component.ts", "TypeScript", 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 16
"/Users/meldiron/Desktop/eteam/AngularClient/src/app/slider-new/slider-new.component.html", "HTML", 0, 0, 0, 0, 0, 168, 0, 0, 0, 0, 0, 0, 0, 7, 11, 186
